Incident ID,State,City Or County,Address,City,County
1487356,Maryland,Temple Hills (Camp Springs),6200 block of Maxwell Dr,,Temple Hills (Camp Springs)
1487224,Massachusetts,Lynn,Warren Street,Lynn,
1486232,Texas,Houston,4900 block of Southwind St,Houston,
1489373,Georgia,Dublin,200 Riverview Park Dr,Dublin,
1486675,Missouri,Saint Louis,1122 Union Blvd,,Saint Louis
1485340,South Carolina,Columbia,851 Bush River Rd,Columbia,
1485548,California,Los Angeles,300 block of West Fifth St,Los Angeles,
1484335,Georgia,Atlanta,111 James P Brawley Dr SW,Atlanta,
1482199,Missouri,Kansas City,770 W 47th St,Kansas City,
1481989,Texas,Houston,12500 block of Mylla St,Houston,
1480326,Alabama,Montgomery,847 N University Dr,Montgomery,
1479894,Pennsylvania,Philadelphia,1400 block of W Conlyn St,Philadelphia,
1478869,Pennsylvania,Philadelphia,3716 N 15th St,Philadelphia,
1479395,Washington,Tacoma,E 38th St and E Roosevelt Ave,Tacoma,
1478480,Mississippi,Greenwood,200 Young St,Greenwood,
1475924,Illinois,Chicago,3500 block of W Lake St,Chicago,
1475361,Virginia,Richmond,6346 Midlothian Turnpike,Richmond,
1476271,California,San Francisco,1100 Fillmore St,San Francisco,
1475208,Illinois,Chicago,7300 block of S Artesian Ave,Chicago,
1472641,Missouri,Saint Louis,4900 block of Plover Ave,,Saint Louis
1469344,New York,Brooklyn,216 Buffalo Ave,Brooklyn,
1527721,Louisiana,Lake Charles,110 Pryce St,Lake Charles,
1468190,Illinois,Chicago,1800 S Kildare Ave,Chicago,
1468799,Tennessee,Memphis,443 E Shelby Dr,Memphis,
1468091,Illinois,Chicago,2900 block of W Roosevelt Rd,Chicago,
1467828,Ohio,Dayton,419 E 5th St,Dayton,
1466705,Texas,El Paso,7101 Gateway Blvd,El Paso,
1467157,Virginia,Suffolk,200 block of N Broad St,Suffolk,
1462317,Ohio,Columbus,1280 E Long St,Columbus,
1460630,Pennsylvania,Philadelphia,2600 block of Carroll St,Philadelphia,
1460448,California,Gilroy,7050 Miller Ave,Gilroy,
1461352,Wisconsin,Chippewa Falls,16964 54th Ave,Chippewa Falls,
1459941,Washington,Washington,637 T St NW,Washington,
1460726,Illinois,Chicago,3938 W Roosevelt Rd,Chicago,
1459389,Kansas,Wichita,505 N Rock Rd,Wichita,
1459718,New York,Brooklyn,1555 Linden Blvd,Brooklyn,
1459201,Washington,Kennewick,E 10th Ave,Kennewick,
1457165,California,Canoga Park,21901 Roscoe Boulevard,,Canoga Park
1453327,Illinois,Chicago,3900 block of Roosevelt Rd,Chicago,
1453884,Washington,Washington,2300 block of 15th St NE,Washington,
1452654,Pennsylvania,Clairton,501 Waddell Ave,Clairton,
1452617,Illinois,Chicago,2401 N Lake Shore Dr,Chicago,
1450767,Illinois,Chicago,3427 W Fulton Blvd,Chicago,
1450124,Texas,Lubbock,N Elder Ave and E Colgate St,Lubbock,
1449602,Texas,San Antonio,6989 San Pedro Ave,San Antonio,
1448578,Georgia,Atlanta,1572 Hardee St NE,Atlanta,
1447456,Illinois,Chicago,4600 block of W Erie St,Chicago,
1446611,Illinois,Chicago,7900 block of S Loomis Blvd,Chicago,
1447057,Pennsylvania,Philadelphia,5433 Lansdowne Ave,Philadelphia,
1445066,Texas,Houston,5901 Royal Palms St,Houston,
1441967,Washington,Washington,3900 Martin Luther King Jr Ave SW,Washington,
1441565,Michigan,Flint,Clio Rd and Myrtle St,Flint,
1441613,Missouri,Saint Louis,N Tucker Blvd and Convention Plaza,,Saint Louis
1441396,Illinois,Chicago,5600 block of S Paulina St,Chicago,
1441296,Illinois,Chicago,600 block of W 61st Pl,Chicago,
1441317,New Mexico,Albuquerque,211 Gold Ave SW,Albuquerque,
1441427,California,San Jose,3036 Quinto Way,San Jose,
1441721,Missouri,Saint Louis,1921 Chambers Rd,,Saint Louis
1440510,Massachusetts,Boston,Maple St,Boston,
1440879,Nevada,Reno,600 block of Spokane St,Reno,
1439593,Illinois,Chicago,1600 block of E 67th St,Chicago,
1440257,New York,Brooklyn,Elton St and Belmont Ave,Brooklyn,
1440765,Illinois,Rockford,1100 block of Preston St,Rockford,
1439737,California,Los Angeles,1900 block of Adair St,Los Angeles,
1438971,Illinois,Chicago,800 block of N Homan Ave,Chicago,
1439765,California,Fresno,4700 block of E Hamilton Ave,Fresno,
1439042,Texas,Katy,5507 Everhart Manor Ln,Katy,
1438602,Missouri,Saint Louis (Wellston),6250 Page Ave,,Saint Louis (Wellston)
1437094,Maryland,Baltimore,1200 block of N Luzerne Ave,Baltimore,
1435804,California,Oakland,3000 block of Brookdale Ave,Oakland,
1436545,California,Yucaipa,12700 block of California St,Yucaipa,
1436254,Texas,Dallas,3535 Munger Ave,Dallas,
1435578,New York,Bay Shore,Farragut Ave,Bay Shore,
1435041,Connecticut,Hartford,Judson St and Martin St,Hartford,
1435297,Louisiana,Gray,2700 block of W Park Ave,Gray,
1434931,Illinois,Chicago,2400 block of W Jackson Blvd,Chicago,
1435028,Louisiana,Baton Rouge,7132 Florida Blvd,Baton Rouge,
1434882,New Jersey,Paterson,50 block of Jefferson St,Paterson,
1434602,Connecticut,Hamden,937 Choate Ave,Hamden,
1434971,Georgia,Atlanta,Ira St and Bass St SW,Atlanta,
1434893,New Jersey,Jersey City,167 Armstrong Ave,Jersey City,
1435217,Minnesota,Saint Paul,909 Desoto St,,Saint Paul
1432989,Georgia,Atlanta,600 block of Parkway Dr,Atlanta,
1433857,Wisconsin,Milwaukee,2800 block of N 34th St,Milwaukee,
1432930,Ohio,Akron,900 block of Rowe St,Akron,
1429810,California,San Jose,568 Habbitts Court,San Jose,
1429475,California,La Jolla,7500 block of Draper Ave,,La Jolla
1429047,Indiana,South Bend,1150 E Mishawaka Ave,South Bend,
1429480,Ohio,Columbus,1767 Genessee Ave,Columbus,
1429338,South Carolina,Abbeville,1108 Cambridge St,Abbeville,
1429399,Virginia,Hampton,1st St and E Pembroke Ave,Hampton,
1429022,Pennsylvania,Philadelphia,2400 block of Moore St,Philadelphia,
1428595,Maryland,Baltimore,800 block of N Port St,Baltimore,
1428788,Michigan,Saginaw,1506 N Charles St,Saginaw,
1427483,Illinois,Chicago,6300 block of S King Dr,Chicago,
1428047,California,Santa Maria,519  West Taylor St,Santa Maria,
1428229,California,Richmond,700 block of 14th St,Richmond,
1426537,Pennsylvania,Allentown,343 Hamilton St,Allentown,
1425193,New Jersey,Newark,700 block of Dr Martin Luther King Jr Blvd,Newark,
1425161,Texas,San Antonio,E Market St and Tower of the Americas Way,San Antonio,
1424957,Tennessee,Memphis,2872 Coach Dr,Memphis,
1423697,Pennsylvania,Philadelphia,6900 block of Reedbird Pl,Philadelphia,
1423330,Kentucky,Louisville,Dixie Highway and Ormsby Ave,Louisville,
1423435,Iowa,Des Moines,1200 block of Sampson St,Des Moines,
1422981,Louisiana,Shreveport,2500 block of Hollywood Ave,Shreveport,
1420933,North Carolina,Charlotte,305 N Graham St,Charlotte,
1419305,Colorado,Aurora,12500 block of E Kansas Pl,Aurora,
1420432,Georgia,Savannah,6900 Block of Damascus Rd,Savannah,
1418533,Ohio,Cleveland,17218 Tarkington Ave,Cleveland,
1418548,New York,Buffalo,2081 Niagara St,Buffalo,
1418457,Tennessee,Henning,265 N Main St,Henning,
1418180,Washington,White Swan,5151 Medicine Valley Rd,White Swan,
1417570,Illinois,Chicago,3500 block of W North Ave,Chicago,
1417716,Texas,Austin,8220 TX-71,Austin,
1416374,Illinois,Chicago,2500 block of N Lake Shore Dr,Chicago,
1415399,California,Santa Rosa,828 W 9th Street,Santa Rosa,
1412419,South Carolina,Allendale,473 Main St S,Allendale,
1411598,Illinois,Chicago,300 block of East Chicago Ave,Chicago,
1411408,Virginia,Portsmouth,1100 block of Mt Vernon Ave,Portsmouth,
1412243,Illinois,Chicago,5600 block of West Madison St,Chicago,
1411963,Georgia,Atlanta,12 Broad Street,Atlanta,
1412430,Georgia,Macon,Suzanne Dr and Robinson Dr,Macon,
1410442,Virginia,Virginia Beach,2405 Courthouse Drive,Virginia Beach,
1411661,California,West Covina,306 N Hollow Ave,West Covina,
1410329,Illinois,Robbins,14000 block of Grace Ave,Robbins,
1408289,Texas,Cleveland,26311 TX-321,Cleveland,
1409255,Louisiana,Reserve,300 block of Homewood Place,Reserve,
1407941,Missouri,Saint Louis,5900 block of Goodfellow Blvd,,Saint Louis
1406330,Washington,Washington,1200 block of Sumner Rd SE,Washington,
1407189,New Jersey,Trenton,100 block of Walnut St,Trenton,
1405445,Washington,Washington,3509 Wheeler Rd SE,Washington,
1405749,Virginia,La Crosse,800 block of Alvis Road,La Crosse,
1406070,California,Stockton,600 block of E Oak St,Stockton,
1404417,New Jersey,Trenton,225 Brunswick Ave,Trenton,
1404580,Michigan,Detroit,3400 block of Devonshire,Detroit,
1405196,Virginia,Chesapeake,Holly Cove Dr and Schooner Trail,Chesapeake,
1405317,Maryland,Baltimore,500 block of N Belnord Ave,Baltimore,
1405221,Oklahoma,Oklahoma City,N Kelley Ave and NE 26th St,Oklahoma City,
1400095,Oklahoma,Tulsa,8118 E 16th St,Tulsa,
1400146,Louisiana,Alexandria,1900 block of Bacon Street,Alexandria,
1400561,Ohio,Columbus,2424 Sullivant Ave,Columbus,
1399820,Oregon,Portland,226 SE Madison St,Portland,
1399017,Mississippi,Cascilla,700 Leverette Ln,,Cascilla
1398553,Alabama,Atmore,100 Martin Luther King Avenue,Atmore,
1399346,North Carolina,Winston Salem (Winston-salem),4252 Cody Drive,,Winston Salem (Winston-salem)
1398593,California,Long Beach,1616 West Pacific Coast Highway,Long Beach,
1398584,Iowa,Cedar Rapids,70 Kirkwood Ct SW,Cedar Rapids,
1400934,Nebraska,Omaha,2825 Y St,Omaha,
1398538,Indiana,Muncie,2410 W. Euclid Ave,Muncie,
1398876,California,Sacramento,7326 Stockton Blvd,Sacramento,
1397521,Ohio,Cleveland,9500 Cardwell Ave,Cleveland,
1396491,Louisiana,Saint Rose,100 block of St. Rose Ave,,Saint Rose
1395560,California,Los Angeles,1248 W 47th St,Los Angeles,
1393960,Louisiana,New Orleans,2100 block of 4th St,New Orleans,
1394330,Missouri,Saint Louis,4047 Shreve Ave,,Saint Louis
1392923,Pennsylvania,Effort,Toll Rd and Bayberry Rd,Effort,
1391971,Pennsylvania,Philadelphia,1900 block of N Croskey St,Philadelphia,
1392313,Missouri,Saint Louis,4000 block of Ashland Ave,,Saint Louis
1390764,Indiana,Indianapolis,Roache St and Rader St,Indianapolis,
1389220,Colorado,Littleton (Highlands Ranch),8773 S Ridgeline Blvd,,Littleton (Highlands Ranch)
1386962,New Jersey,North Bergen,2033 45th Street,,North Bergen
1387170,California,Oceano,1001 Cabrillo Hwy,Oceano,
1386510,Missouri,Saint Louis,Union Blvd and Northland Ave,,Saint Louis
1386929,Indiana,Indianapolis,101 W Maryland St,Indianapolis,
1387245,California,Stockton,5105 Holiday Dr,Stockton,
1386575,Delaware,Wilmington,W 27th St and Tatnall St,Wilmington,
1386481,Texas,Dallas,5400 Cedar Springs Rd,Dallas,
1386085,Maryland,Baltimore,1900 block of Ramsay St,Baltimore,
1385642,Maryland,Baltimore,2500 block of E Biddle St,Baltimore,
1384553,Massachusetts,Boston,32 Windermere Rd,Boston,
1383752,North Carolina,Charlotte,9214 South Library Ln,Charlotte,
1381857,Tennessee,Nashville,1407 Dr DB Todd Jr Blvd,Nashville,
1382711,Ohio,West Chester,4637 Wyndtree Dr,West Chester,
1382099,Alabama,Birmingham,514 19th St Ensley,Birmingham,
1381979,Maryland,Baltimore,2544 Edmondson Ave,Baltimore,
1381771,Mississippi,Jackson,700 block of Monterey St,Jackson,
1381273,California,Poway,16934 Chabad Way,Poway,
1381734,California,Los Angeles,700 N San Fernando Rd,Los Angeles,
1377519,Pennsylvania,Philadelphia,1500 block of South 31st St,Philadelphia,
1376873,Tennessee,Memphis,761 Chestnut Ave,Memphis,
1376883,Kansas,Wichita,1628 S George Washington Blvd,Wichita,
1375235,Kentucky,Louisville,4000 block of Bells Ln,Louisville,
1373557,Maryland,Germantown,18700 block of Curry Powder Ln,Germantown,
1370795,Florida,Miami,NW 19th Ave and 60th St,Miami,
1371024,California,Vallejo,100 block of Princeton Ave,Vallejo,
1371065,California,Stockton,2539 E Main St,Stockton,
1374920,California,Moreno Valley,23500 block of Alessandro Blvd,Moreno Valley,
1370269,Illinois,Carbondale,119 N Washington St,Carbondale,
